step,time,omega,kinetic,potential,entropy,gradient_norm,max_density,min_density,is_stable,gradient_energy,entropy_interaction,M_baryon,M_halo,M_total,Halo_Ratio,V_virial
21,0.022000000000000013,0.008028786754889414,3374341.620137171,0.0,0.0,0.0,0.24256791345146383,1e-12,True,0.007960170875691352,6.861587919806467e-05,101.72167220411643,67385.31490027692,67487.03657248104,662.447966490346,259.7822788466207
22,0.023000000000000013,0.007998099146379865,10825300.976574052,0.0,0.0,0.0,0.23727886612049065,1e-12,True,0.00775169078709983,0.0002464083592800333,102.00830402564824,216404.29785927694,216506.3061633026,2121.438052756414,465.30207342271865
23,0.024000000000000014,0.008354529888864957,27989565.33303837,0.0,0.0,0.0,0.23463523736169026,1e-12,True,0.007616276379212358,0.0007382535096525972,102.32934255269979,559689.2983567418,559791.6276992945,5469.489829498624,748.1920252587349
24,0.025000000000000015,0.009213016882662977,57274299.48402705,0.0,0.0,0.0,0.22976544432030346,1e-12,True,0.007683578689087037,0.0015294381935759384,102.62423643429324,1145383.6603379883,1145486.2845744225,11160.946966559668,1070.2737919245435
25,0.026000000000000016,0.01029291858005579,107621210.31303409,0.0,0.0,0.0,0.2411473226548042,1e-12,True,0.008437584485333145,0.001855334094722645,102.7893155672053,2152321.5820242474,2152424.3713398147,20939.15666357449,1467.1142444474738
26,0.027000000000000017,0.013930742117868537,204448816.07207736,0.0,0.0,0.0,0.2635557782610576,1e-12,True,0.011448304251135097,0.0024824378667334408,103.08901615055336,4088873.5321259806,4088976.6211421313,39663.52269881828,2022.121737542413
27,0.028000000000000018,0.027498654925246686,297955374.6179327,0.0,0.0,0.0,0.33879336407131944,1e-12,True,0.023734111468457497,0.0037645434567891906,103.36299565304074,5959004.403342502,5959107.766338156,57651.235489415194,2441.1283236156705
28,0.02900000000000002,0.07148841180020271,374173761.94367206,0.0,0.0,0.0,0.44573450759207606,1e-12,True,0.06678682727005178,0.004701584530150931,104.72074883361643,7483371.875877789,7483476.596626623,71460.2593961216,2735.5941290464566
29,0.03000000000000002,0.25943386249585365,4390333142.383407,0.0,0.0,0.0,0.6993574875527659,1e-12,True,0.23912997993141133,0.020303882564442252,100.09098456976307,87806558.12691931,87806658.21790388,877267.4032878673,9370.52094857421
30,0.03100000000000002,0.1725273033013442,62659558767.09128,0.0,0.0,0.0,0.4809976773191908,1e-12,True,0.1642994624012616,0.008227840900082625,89.57304557242878,1253191075.2508411,1253191164.8238866,13990716.372633772,35400.44032694827
31,0.03200000000000002,0.14827151115855208,31172305444.72695,0.0,0.0,0.0,0.4126531617311881,1e-12,True,0.11206640978528534,0.036205101373266727,79.81717202373507,623446019.3214934,623446099.1386654,7810925.938697622,24968.90283722012
32,0.03300000000000002,0.08095595069804465,20174200565.37738,0.0,0.0,0.0,0.24255812803963955,1e-12,True,0.07018035868823094,0.010775592009813694,74.5517990517513,403483931.49037564,403484006.0421747,5412128.702687359,20086.911442716813
33,0.03400000000000002,0.09065454784668227,10820662276.160284,0.0,0.0,0.0,0.22239709552035875,1e-12,True,0.062160151071631524,0.02849439677505073,66.18453181911815,216413170.9714066,216413237.15593842,3269845.1589805363,14710.99063704432
34,0.035000000000000024,0.06463482791953098,12528785183.698446,0.0,0.0,0.0,0.21231774432415462,1e-12,True,0.05838515328532348,0.006249674634207492,59.14026332254676,250575637.48943713,250575696.62970045,4236971.9613620695,15829.583180676898
35,0.036000000000000025,0.06323011152410081,12339336776.397709,0.0,0.0,0.0,0.1774682156816652,1e-12,True,0.05421976839796862,0.009010343126132194,53.22261897978346,246786676.38769084,246786729.6103098,4636875.845527172,15709.447333625527
36,0.037000000000000026,0.046047828999061055,13067416785.523283,0.0,0.0,0.0,0.13304405703203717,1e-12,True,0.031750930834612015,0.014296898164449047,45.634901264946166,261348282.48784673,261348328.122748,5726938.707827795,16166.271546354332
37,0.03800000000000003,0.0444819429177207,7411422135.85724,0.0,0.0,0.0,0.14871127387851063,1e-12,True,0.02390977115473622,0.02057217176298449,40.21508505983596,148228397.08224356,148228437.29732862,3685890.427883191,12174.910378197648
38,0.03900000000000003,0.02820627799128514,6005411254.136159,0.0,0.0,0.0,0.10789169050467969,1e-12,True,0.0168302084636128,0.011376069527672342,35.72095725197298,120108184.86763811,120108220.58859536,3362401.0694070007,10959.389813430453
39,0.04000000000000003,0.027595137368799212,4169934264.2011194,0.0,0.0,0.0,0.09195885844308649,1e-12,True,0.013114059093395084,0.01448107827540413,31.773341402590066,83398649.56306514,83398681.33640654,2624799.466437041,9132.288064007967
40,0.04100000000000003,0.02391617813265461,3537603894.9108853,0.0,0.0,0.0,0.07802736913574979,1e-12,True,0.01112076120648458,0.01279541692617003,29.023609332103156,70752046.12487632,70752075.14848565,2437741.126985864,8411.425437951508
41,0.04200000000000003,0.028702717177833535,2995634724.3398623,0.0,0.0,0.0,0.06992222809017173,1e-12,True,0.009785362298977323,0.01891735487885621,26.732611601133918,59912665.46318792,59912692.19579952,2241182.6556596295,7740.329094217975
42,0.04300000000000003,0.021829336684787638,2397561345.271185,0.0,0.0,0.0,0.07674315968584451,1e-12,True,0.011569721413402491,0.010259615271385147,24.963196944451997,47951200.172812104,47951225.13600905,1920875.7707433084,6924.682440763887
