run_id,case_id,model,grid,status,fail_reasons,Omega0,OmegaT,Omega0_density,OmegaT_density,max_energy_increase,dt_min,dt_max,backtracks_total,config_hash,code_hash,notes
20251217-101705_90bd8078c194,param_kappa_k3_seed6,C_only,64,PASS,,388.5816759568284,8.38373104623777e-07,388.5816759568284,8.38373104623777e-07,0.0,0.0009999999999995568,0.001,0,90bd8078c194,uet_harness_v0.1,
20251217-101706_7c7b129b2753,param_kappa_k3_seed7,C_only,64,PASS,,371.8618420800246,3.4468935300301997e-07,371.8618420800246,3.4468935300301997e-07,0.0,0.0009999999999995568,0.001,0,7c7b129b2753,uet_harness_v0.1,
20251217-101707_2e46fab310b5,param_kappa_k3_seed8,C_only,64,PASS,,407.04187158543976,3.5173049609752714e-11,407.04187158543976,3.5173049609752714e-11,0.0,0.0009999999999995568,0.001,0,2e46fab310b5,uet_harness_v0.1,
20251217-101708_531d898d3334,param_kappa_k3_seed9,C_only,64,PASS,,395.29513965511796,1.6193820603398718e-07,395.29513965511796,1.6193820603398718e-07,0.0,0.0009999999999995568,0.001,0,531d898d3334,uet_harness_v0.1,
20251217-101709_68cc4f39daf3,param_kappa_k10_seed0,C_only,64,PASS,,1270.1745640552786,3.9152810531079007e-07,1270.1745640552786,3.9152810531079007e-07,0.0,0.0009999999999995568,0.001,0,68cc4f39daf3,uet_harness_v0.1,
20251217-101710_9e73d5631cc9,param_kappa_k10_seed1,C_only,64,PASS,,1289.8628697220802,5.8320313061228524e-08,1289.8628697220802,5.8320313061228524e-08,0.0,0.0009999999999995568,0.001,0,9e73d5631cc9,uet_harness_v0.1,
20251217-101711_57b47ef44890,param_kappa_k10_seed2,C_only,64,PASS,,1283.2573920665852,2.1609589952044932e-07,1283.2573920665852,2.1609589952044932e-07,0.0,0.0009999999999995568,0.001,0,57b47ef44890,uet_harness_v0.1,
20251217-101712_861a1107e01f,param_kappa_k10_seed3,C_only,64,PASS,,1281.6072845042313,1.0780949122496397e-07,1281.6072845042313,1.0780949122496397e-07,0.0,0.0009999999999995568,0.001,0,861a1107e01f,uet_harness_v0.1,
20251217-101713_4d404ef8ddce,param_kappa_k10_seed4,C_only,64,PASS,,1281.56936978675,5.1628112613172074e-08,1281.56936978675,5.1628112613172074e-08,0.0,0.0009999999999995568,0.001,0,4d404ef8ddce,uet_harness_v0.1,
20251217-101714_2a759325593a,param_kappa_k10_seed5,C_only,64,PASS,,1260.018552437821,1.3571318053749806e-06,1260.018552437821,1.3571318053749806e-06,0.0,0.0009999999999995568,0.001,0,2a759325593a,uet_harness_v0.1,
20251217-101715_34f863fefb2f,param_kappa_k10_seed6,C_only,64,PASS,,1295.2603253220675,8.383735334162874e-07,1295.2603253220675,8.383735334162874e-07,0.0,0.0009999999999995568,0.001,0,34f863fefb2f,uet_harness_v0.1,
20251217-101715_a720c0f7ca6d,param_kappa_k10_seed7,C_only,64,PASS,,1239.5278675771933,3.4468950784147176e-07,1239.5278675771933,3.4468950784147176e-07,0.0,0.0009999999999995568,0.001,0,a720c0f7ca6d,uet_harness_v0.1,
20251217-101716_3006b68c053f,param_kappa_k10_seed8,C_only,64,PASS,,1356.7939318969577,3.51734275948156e-11,1356.7939318969577,3.51734275948156e-11,0.0,0.0009999999999995568,0.001,0,3006b68c053f,uet_harness_v0.1,
20251217-101717_0eee34773969,param_kappa_k10_seed9,C_only,64,PASS,,1317.638255383855,1.619383514529543e-07,1317.638255383855,1.619383514529543e-07,0.0,0.0009999999999995568,0.001,0,0eee34773969,uet_harness_v0.1,
